price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,vehicle_age
6995,2004,toyota tundra,good,8,gas,224000,automatic,truck,unknown,1,2018-09-04,33,14
3500,2004,toyota camry,fair,4,gas,155000,automatic,sedan,white,0,2018-11-16,33,14
41999,2018,ram 3500,good,6,diesel,5127,automatic,truck,black,0,2018-08-03,11,0
35999,2015,ram 2500,good,6,diesel,157558,automatic,truck,grey,1,2018-12-13,59,3
31999,2011,ram 3500,good,6,diesel,148128,automatic,truck,unknown,1,2018-11-21,64,7
28999,2012,ram 2500,good,6,diesel,146875,automatic,truck,silver,1,2018-07-22,51,6
32999,2012,ram 3500,good,6,diesel,126201,automatic,truck,silver,1,2018-10-26,58,6
7800,2010,nissan frontier,excellent,6,gas,160266,automatic,truck,red,1,2018-08-06,55,8
14999,2016,honda cr-v,excellent,4,gas,32000,automatic,SUV,grey,1,2018-08-10,66,2
19999,2015,gmc sierra,excellent,8,gas,43000,automatic,truck,white,1,2019-04-01,63,4
4999,2008,chrysler town & country,excellent,6,gas,129448,automatic,mini-van,white,0,2018-06-15,13,10
3500,2016,honda accord,excellent,4,gas,30300,automatic,sedan,black,0,2018-09-21,67,2
15600,2016,subaru outback,excellent,4,gas,106700,automatic,wagon,black,1,2018-05-08,40,2
4488,2003,toyota rav4,excellent,4,gas,161397,automatic,SUV,silver,1,2019-03-18,11,16
14995,2016,toyota rav4,excellent,4,gas,53998,automatic,SUV,black,0,2018-09-25,109,2
2500,2016,honda civic,excellent,4,gas,35000,automatic,sedan,white,0,2018-10-12,8,2
18488,2014,ford f-150,good,8,gas,104906,automatic,truck,blue,0,2019-02-12,17,5
15674,2017,chevrolet equinox,good,4,gas,51276,automatic,SUV,silver,0,2019-04-06,39,2
14999,2013,ford f-150,good,6,gas,52520,automatic,truck,white,1,2018-05-02,23,5
7999,2013,ford focus,good,4,gas,127230,automatic,sedan,red,0,2018-09-28,9,5
9877,2010,toyota corolla,good,4,gas,153510,automatic,sedan,white,0,2018-07-06,17,8
16999,2003,chevrolet silverado 2500hd,good,8,gas,238986,automatic,truck,white,1,2019-02-08,10,16
7999,2007,honda accord,good,4,gas,142000,automatic,sedan,unknown,0,2018-12-31,43,11
8850,2017,nissan versa,good,4,gas,31501,automatic,sedan,white,0,2018-12-28,42,1
24900,2016,chevrolet silverado 1500,excellent,8,gas,32000,automatic,truck,silver,1,2019-01-29,5,3
3900,2016,ford explorer,excellent,6,gas,52000,automatic,SUV,blue,0,2018-08-18,10,2
2500,2015,nissan rogue,excellent,4,gas,25600,automatic,SUV,black,0,2018-09-22,53,3
32000,2016,gmc yukon,good,8,gas,53998,automatic,SUV,black,1,2019-03-19,37,3
2700,2016,honda civic,excellent,4,gas,27000,automatic,sedan,white,0,2018-06-20,73,2
13500,2012,gmc sierra 1500,excellent,8,gas,143000,automatic,truck,silver,0,2019-02-18,81,7
12750,2011,gmc sierra 2500hd,good,8,gas,226000,automatic,truck,white,1,2018-10-28,29,7
9500,2015,nissan altima,excellent,4,gas,84000,automatic,sedan,red,0,2019-02-07,34,4
6500,2012,dodge grand caravan,good,6,gas,119156,automatic,mini-van,unknown,0,2018-09-11,14,6
3000,2016,nissan rogue,excellent,4,gas,58000,automatic,SUV,blue,0,2019-03-04,14,3
600,1999,toyota camry le,salvage,4,gas,216348,automatic,sedan,white,0,2019-03-04,23,20
2500,2016,honda civic,excellent,4,gas,46000,automatic,sedan,black,0,2019-02-17,90,3
2900,2016,honda civic,excellent,4,gas,18000,automatic,sedan,grey,0,2018-06-14,13,2
5500,2017,ford explorer,excellent,6,gas,25000,automatic,SUV,grey,1,2019-03-01,10,2
11900,2005,ford f250 super duty,good,8,diesel,119358,automatic,truck,blue,0,2018-05-27,62,13
11745,2011,chevrolet silverado 1500,excellent,8,gas,123025,automatic,truck,white,0,2018-10-11,42,7
30000,2015,jeep wrangler unlimited,excellent,6,gas,13365,automatic,SUV,white,1,2019-03-28,31,4
15250,2011,ford f-150,excellent,8,gas,97000,automatic,truck,grey,1,2019-03-30,37,8
2200,1995,ford f250 super duty,good,8,gas,149963,automatic,truck,orange,0,2018-05-01,59,23
2800,2002,honda accord,fair,6,gas,211000,automatic,sedan,unknown,0,2018-12-10,18,16
9700,2000,toyota 4runner,excellent,6,gas,200116,automatic,SUV,unknown,1,2018-11-10,17,18
10000,1995,chevrolet corvette,good,8,gas,127807,automatic,coupe,unknown,0,2019-01-08,30,24
4500,2009,jeep liberty,good,6,gas,171000,automatic,SUV,black,1,2019-01-23,16,10
25000,2009,ford f-250 super duty,excellent,8,diesel,131565,automatic,truck,black,1,2018-06-09,39,9
11295,2015,nissan altima,excellent,4,gas,80148,automatic,sedan,unknown,0,2018-08-16,35,3
500,2004,toyota corolla,like new,4,gas,226980,automatic,sedan,unknown,0,2018-09-19,19,14
5900,2007,ram 2500,good,8,gas,229000,automatic,pickup,white,1,2018-07-10,61,11
13000,2004,chevrolet corvette,good,8,gas,85104,automatic,convertible,blue,0,2018-10-12,127,14
4995,2004,honda accord,excellent,4,gas,176722,automatic,sedan,blue,0,2019-02-22,17,15
9200,2017,nissan sentra,excellent,4,gas,12000,automatic,sedan,grey,0,2018-12-26,26,1
5999,2007,chrysler 300,excellent,6,gas,122000,automatic,sedan,grey,0,2018-12-05,6,11
6000,2005,subaru outback,excellent,4,gas,148000,automatic,wagon,blue,0,2018-06-26,47,13
5500,2006,ford f150,excellent,8,gas,150920,automatic,truck,white,0,2018-05-16,56,12
12995,2009,chevrolet suburban,excellent,8,gas,157976,automatic,SUV,white,1,2018-12-17,32,9
8000,2003,gmc yukon,good,8,gas,161397,automatic,SUV,grey,1,2018-06-08,26,15
15800,2009,gmc sierra 1500,excellent,8,gas,150000,automatic,truck,white,0,2018-07-03,36,9
4000,2005,honda pilot,excellent,6,gas,167000,automatic,SUV,red,1,2018-05-12,8,13
17999,1996,chevrolet corvette,excellent,8,gas,30469,manual,convertible,unknown,0,2018-05-10,59,22
19995,2012,chevrolet tahoe,good,8,gas,129516,automatic,SUV,unknown,1,2019-03-28,61,7
2999,2003,ford focus,good,4,gas,161397,automatic,sedan,red,0,2018-11-30,24,15
2999,2004,volkswagen jetta,good,4,gas,149000,manual,sedan,silver,0,2018-07-31,15,14
1900,1999,ford ranger,excellent,6,gas,191135,automatic,truck,yellow,1,2018-08-02,26,19
5999,2002,bmw x5,excellent,6,gas,153000,automatic,SUV,white,1,2018-05-23,82,16
6999,2006,acura tl,excellent,6,gas,169269,automatic,sedan,white,0,2018-09-15,28,12
8600,2012,ford mustang,excellent,6,gas,126000,automatic,coupe,black,0,2018-06-07,45,6
7997,2009,gmc yukon,excellent,8,gas,131565,automatic,SUV,white,1,2019-03-16,88,10
28000,2017,chevrolet silverado,like new,8,gas,53000,automatic,truck,white,1,2019-01-17,91,2
10977,2015,nissan rogue,excellent,4,gas,78285,automatic,SUV,grey,0,2019-02-16,77,4
25000,2015,chevrolet silverado,good,8,gas,150000,automatic,truck,white,1,2019-03-08,75,4
4000,2002,ford escape,good,6,gas,98000,automatic,SUV,silver,1,2019-01-27,11,17
16600,1975,chevrolet corvette,excellent,8,gas,75000,manual,coupe,unknown,0,2019-03-09,69,44
18400,1975,chevrolet corvette,excellent,8,gas,18000,automatic,coupe,orange,0,2019-01-06,41,44
12500,2017,subaru impreza,like new,4,gas,25000,automatic,wagon,grey,1,2019-02-18,78,2
44900,2017,gmc sierra 2500hd,good,8,diesel,23455,automatic,pickup,unknown,1,2018-06-10,89,1
8900,2012,ford fusion,excellent,4,gas,40062,automatic,sedan,white,1,2018-06-15,30,6
5900,2013,nissan altima,good,4,gas,57075,automatic,sedan,white,0,2019-02-22,44,6
8875,2012,toyota prius,good,4,gas,129843,automatic,hatchback,unknown,0,2018-12-28,60,6
18875,2015,ford explorer,good,6,gas,83823,automatic,SUV,white,0,2019-01-27,13,4
6975,2018,nissan sentra,good,4,gas,34611,automatic,sedan,unknown,0,2018-09-14,30,0
34275,2018,jeep wrangler,good,6,gas,27403,automatic,SUV,black,1,2018-12-23,11,0
11675,2012,gmc acadia,good,6,gas,113417,automatic,SUV,white,1,2018-11-16,39,6
24995,2016,subaru outback,good,6,gas,32889,automatic,SUV,grey,1,2018-11-06,48,2
11375,2012,toyota sienna,good,6,gas,135907,automatic,van,silver,0,2018-10-03,9,6
4700,2014,kia soul,good,4,gas,90000,manual,sedan,white,0,2019-01-14,50,5
29000,2015,toyota tacoma,excellent,6,gas,64000,automatic,truck,unknown,1,2018-08-13,48,3
15900,2011,jeep wrangler,good,6,gas,163943,automatic,SUV,black,1,2018-07-04,61,7
14700,2017,nissan altima,excellent,4,gas,41000,automatic,sedan,black,0,2019-04-03,15,2
4975,2010,ford explorer,good,6,gas,55486,automatic,SUV,blue,1,2018-08-09,108,8
5500,2001,nissan frontier,good,6,gas,125000,manual,pickup,black,1,2019-01-20,11,18
8950,2011,toyota camry,good,6,gas,123025,automatic,sedan,black,0,2019-01-23,40,8
19500,2010,ford f-150,good,8,gas,64200,automatic,truck,custom,1,2019-01-16,52,9
24998,2006,chevrolet silverado 2500hd,excellent,8,diesel,181787,automatic,truck,black,1,2019-04-05,94,13
6995,2011,nissan rogue,excellent,4,gas,118802,automatic,SUV,blue,1,2018-11-11,23,7
5995,2014,ford focus,excellent,4,gas,87654,automatic,hatchback,unknown,0,2018-06-22,44,4
5495,2005,honda cr-v,good,4,gas,153108,automatic,SUV,silver,0,2019-03-30,114,14
5495,2009,honda accord,good,4,gas,118791,automatic,sedan,black,0,2018-11-09,114,9
9500,2011,nissan maxima,like new,6,gas,105000,automatic,sedan,white,0,2018-08-10,42,7
6500,1996,chevrolet corvette,good,8,gas,114300,automatic,coupe,red,0,2018-12-13,55,22
27995,2017,chevrolet silverado 1500,excellent,8,gas,72965,automatic,truck,black,1,2018-07-23,42,1
11995,2005,toyota tacoma,excellent,6,gas,167523,manual,truck,unknown,1,2018-06-09,44,13
8995,2012,honda accord,excellent,4,gas,112713,automatic,sedan,red,0,2018-10-30,25,6
10995,2007,chevrolet tahoe,good,8,gas,162999,automatic,SUV,grey,1,2018-11-09,24,11
11995,2012,chevrolet suburban,good,8,gas,163100,automatic,SUV,unknown,1,2018-05-06,35,6
19500,2014,ford f-150,excellent,6,gas,95000,automatic,truck,blue,1,2018-09-06,84,4
8600,2013,kia sorento,good,4,gas,110367,automatic,SUV,blue,1,2018-10-12,7,5
5995,2004,bmw x5,excellent,6,gas,156640,automatic,SUV,unknown,1,2018-12-08,13,14
8290,2011,hyundai sonata,excellent,4,gas,66501,automatic,sedan,silver,0,2018-12-07,34,7
8950,2011,toyota camry,good,4,gas,133018,automatic,sedan,red,0,2018-07-17,79,7
6995,2012,dodge grand caravan,good,6,gas,160501,automatic,mini-van,black,0,2019-02-07,22,7
13990,2013,ram 1500,excellent,8,gas,99840,automatic,truck,blue,1,2018-10-11,27,5
14995,2013,chevrolet camaro,excellent,8,gas,95000,automatic,coupe,unknown,0,2018-06-29,15,5
14900,2008,jeep wrangler,good,6,gas,149167,automatic,SUV,custom,1,2019-01-06,18,11
4800,2004,toyota sienna,excellent,6,gas,143000,automatic,van,silver,0,2018-06-02,17,14
22975,2012,ram 2500,excellent,6,diesel,119546,automatic,pickup,white,1,2019-01-24,34,7
9500,2005,jeep wrangler,excellent,6,gas,151000,automatic,SUV,silver,1,2019-03-18,32,14
20000,2016,ram 1500,excellent,8,gas,53998,automatic,truck,blue,0,2018-08-13,25,2
5950,2015,ford focus,like new,4,gas,36000,automatic,hatchback,silver,0,2018-08-23,110,3
2700,2000,ford mustang,good,6,gas,140000,manual,coupe,red,0,2019-02-15,16,19
288,2018,nissan altima,excellent,4,gas,40277,automatic,sedan,silver,0,2018-10-19,37,0
11500,2009,chevrolet silverado 2500hd,good,8,gas,170000,automatic,truck,unknown,1,2018-08-05,27,9
700,2000,ford focus,fair,4,gas,221000,manual,sedan,blue,0,2018-05-18,38,18
5725,2004,toyota corolla,good,4,gas,103889,automatic,sedan,silver,0,2018-08-06,77,14
5890,2004,chevrolet suburban,good,8,gas,136801,automatic,SUV,blue,0,2018-11-01,59,14
22975,2011,ram 2500,excellent,6,diesel,119546,automatic,pickup,white,1,2019-02-01,9,8
9950,2009,bmw x5,excellent,6,gas,105621,automatic,SUV,silver,1,2018-11-12,30,9
3150,2003,gmc sierra 1500,good,8,gas,163000,automatic,pickup,red,0,2019-02-08,16,16
7995,2008,chevrolet silverado,good,6,gas,146000,automatic,pickup,white,0,2019-02-26,140,11
5950,2007,honda accord,excellent,4,gas,95804,other,sedan,unknown,0,2019-02-27,4,12
8900,2015,ford explorer,good,6,gas,78285,automatic,SUV,black,1,2018-06-06,96,3
21900,2017,jeep wrangler unlimited,good,6,gas,37873,manual,SUV,blue,1,2018-06-07,15,1
4998,2010,toyota corolla,good,4,gas,44442,automatic,sedan,grey,0,2019-04-19,12,9
4975,2014,toyota corolla,good,4,gas,86722,manual,sedan,silver,0,2019-01-29,34,5
3995,2011,nissan versa,good,4,gas,98783,manual,sedan,black,0,2018-09-21,18,7
4995,2013,hyundai elantra,good,4,gas,65557,automatic,sedan,grey,0,2019-03-01,8,6
14900,2017,nissan frontier,good,6,gas,25462,automatic,pickup,grey,1,2018-09-01,30,1
4750,2011,chrysler 200,good,6,gas,42446,automatic,sedan,blue,0,2018-12-16,34,7
6995,2011,toyota sienna,good,4,gas,124200,automatic,mini-van,unknown,0,2018-06-21,12,7
7850,2016,dodge grand caravan,good,6,gas,56635,automatic,mini-van,grey,0,2018-05-31,6,2
12900,2017,nissan frontier,good,6,gas,34096,automatic,pickup,black,1,2019-03-01,9,2
4995,2006,chrysler 300,good,6,gas,160270,automatic,sedan,unknown,0,2019-04-11,8,13
14995,2014,chrysler town & country,good,6,gas,67586,automatic,mini-van,unknown,0,2018-11-19,51,4
8950,2013,ford focus se,excellent,4,gas,63380,automatic,sedan,white,0,2018-08-08,36,5
8995,2014,chevrolet equinox,excellent,6,gas,178490,automatic,SUV,silver,1,2019-01-10,6,5
14200,2009,jeep wrangler,good,8,gas,131565,automatic,SUV,unknown,1,2018-08-07,15,9
5000,2008,volkswagen passat,excellent,4,gas,91600,automatic,sedan,silver,0,2018-12-25,22,10
7995,2012,kia soul,good,4,gas,69910,automatic,sedan,white,0,2018-07-29,12,6
47995,2018,jeep wrangler unlimited,good,6,gas,22824,manual,SUV,black,1,2018-05-07,21,0
14813,2016,toyota corolla,good,4,gas,65139,automatic,sedan,black,0,2018-05-29,6,2
12599,2011,ford edge,good,6,gas,123025,automatic,sedan,silver,1,2019-02-20,11,8
19999,2012,ram 1500,excellent,8,gas,110000,automatic,pickup,silver,1,2019-01-25,31,7
16499,2014,jeep cherokee,excellent,6,gas,117357,automatic,SUV,blue,1,2019-03-23,27,5
1000,2008,ford f150,salvage,8,gas,285000,automatic,pickup,white,0,2018-10-19,19,10
11500,2011,chevrolet silverado 1500,good,8,gas,123025,automatic,pickup,blue,0,2019-01-05,23,8
9495,2016,kia soul,excellent,4,gas,108761,manual,sedan,grey,0,2018-07-10,67,2
4675,2007,toyota prius,good,4,hybrid,213211,automatic,hatchback,custom,0,2018-12-26,7,11
2025,2009,chevrolet tahoe,good,8,gas,151000,automatic,SUV,unknown,1,2018-10-24,31,9
11000,2012,ford f-150,good,8,gas,110000,automatic,truck,white,1,2018-09-11,21,6
13500,2004,gmc sierra 2500hd,excellent,8,gas,177000,automatic,truck,grey,1,2018-10-09,37,14
4000,1996,ram 2500,good,6,gas,170000,automatic,pickup,unknown,1,2018-11-21,24,22
5500,2005,ram 2500,good,8,gas,211000,automatic,pickup,white,1,2019-02-07,39,14
14088,2014,ford mustang,good,6,gas,52779,manual,coupe,grey,0,2018-10-23,73,4
4995,2001,subaru forester,excellent,4,gas,109021,automatic,SUV,grey,1,2019-04-06,53,18
3995,2006,volkswagen jetta,excellent,4,diesel,271914,manual,sedan,grey,0,2018-07-03,7,12
8995,2009,buick enclave,excellent,6,gas,124567,automatic,SUV,purple,1,2018-06-10,25,9
14788,2016,nissan sentra,good,4,gas,53998,automatic,sedan,silver,0,2018-10-22,28,2
9988,2014,chevrolet cruze,good,4,gas,75716,automatic,sedan,blue,0,2018-06-03,33,4
4250,2008,honda odyssey,good,6,gas,222235,automatic,mini-van,white,0,2018-08-14,33,10
6000,2000,chevrolet corvette,good,8,gas,96500,manual,coupe,white,0,2019-03-01,54,19
3995,2001,bmw x5,excellent,8,gas,190108,automatic,SUV,white,1,2019-02-27,60,18
18000,2006,ram 3500,good,6,diesel,169847,automatic,truck,silver,1,2019-04-14,69,13
1500,2001,ford f-150,fair,8,gas,179183,automatic,pickup,red,1,2018-06-30,37,17
4750,2010,honda civic,excellent,4,gas,149000,automatic,sedan,brown,0,2018-06-02,104,8
8990,2016,nissan rogue,excellent,4,gas,121635,automatic,SUV,grey,0,2018-12-14,1,2
27000,2015,ram 2500,excellent,8,gas,62500,automatic,truck,blue,1,2019-04-03,120,4
4290,2005,subaru outback,good,4,gas,153108,automatic,hatchback,silver,1,2018-12-18,81,13
7500,2007,chevrolet suburban,good,8,gas,251285,automatic,SUV,unknown,1,2018-12-19,34,11
24200,2019,chevrolet camaro lt coupe 2d,good,6,gas,11438,other,coupe,grey,0,2019-04-09,39,0
14900,2005,ford f-250,excellent,8,gas,79355,automatic,pickup,unknown,1,2018-05-09,101,13
5000,2000,chevrolet tahoe,good,8,gas,175000,automatic,SUV,silver,1,2018-11-20,20,18
6495,2002,toyota 4runner,excellent,6,gas,250398,automatic,SUV,unknown,1,2018-05-20,16,16
29667,2013,ford f-150,excellent,8,gas,41350,automatic,pickup,black,1,2019-03-04,15,6
3800,2002,gmc yukon,good,8,gas,202000,automatic,SUV,unknown,1,2019-03-02,23,17
34000,2016,chevrolet camaro,new,8,gas,3396,automatic,coupe,red,0,2018-12-17,14,2
21900,2013,ford f-250 sd,good,6,diesel,243000,automatic,truck,white,1,2018-06-14,5,5
8250,2011,chevrolet silverado 1500,good,8,gas,177000,automatic,pickup,white,1,2019-01-05,20,8
38000,2016,ford f250,excellent,8,diesel,88100,automatic,truck,silver,1,2018-08-20,6,2
18998,2011,ram 3500,good,6,diesel,245000,automatic,pickup,red,1,2019-03-25,23,8
6990,2012,dodge grand caravan,excellent,6,gas,93198,automatic,mini-van,red,0,2019-02-28,29,7
20500,2016,ram 1500,excellent,8,gas,53998,automatic,pickup,white,1,2018-10-06,97,2
13900,2009,gmc sierra 1500,good,8,gas,123000,automatic,truck,silver,1,2018-10-30,9,9
26900,2015,toyota tacoma,excellent,6,gas,78285,automatic,pickup,silver,1,2018-05-08,4,3
9595,2008,jeep wrangler,like new,6,gas,140000,manual,truck,blue,0,2018-05-22,66,10
4695,2007,honda accord,excellent,4,gas,140000,automatic,coupe,silver,0,2018-10-19,17,11
13500,2016,hyundai sonata,good,6,gas,67000,automatic,sedan,blue,0,2018-09-29,6,2
14500,2013,ford f-250 sd,good,8,gas,185843,automatic,truck,black,1,2018-05-12,33,5
3900,2008,toyota corolla,excellent,4,gas,140000,automatic,sedan,brown,0,2018-07-23,58,10
30900,2013,gmc sierra 2500hd,good,8,diesel,105808,automatic,truck,white,1,2018-11-18,51,5
2900,2008,nissan sentra,good,4,gas,159000,automatic,sedan,white,0,2018-07-13,26,10
3500,2008,ford explorer,like new,6,gas,140000,automatic,SUV,white,1,2018-07-15,109,10
11995,2009,chevrolet silverado 1500,good,8,gas,142498,automatic,pickup,grey,1,2019-01-29,28,10
10495,2013,toyota camry,excellent,4,gas,111337,automatic,other,grey,0,2019-01-15,17,6
8995,2006,dodge dakota,like new,6,gas,50000,automatic,truck,black,0,2018-08-29,24,12
21195,2014,chevrolet silverado 1500,excellent,8,other,90000,automatic,pickup,red,1,2018-08-08,12,4
8995,2008,dodge dakota,like new,6,gas,140000,automatic,truck,unknown,0,2018-07-09,94,10
6000,2010,toyota prius,excellent,4,hybrid,142451,automatic,hatchback,white,0,2018-07-05,18,8
10995,2013,honda cr-v,excellent,4,gas,139857,automatic,SUV,brown,0,2019-04-07,20,6
6995,2011,honda civic lx,excellent,4,gas,123025,automatic,sedan,grey,0,2018-05-01,17,7
2500,2001,jeep grand cherokee,good,6,gas,242688,automatic,SUV,unknown,1,2018-11-22,49,17
2650,2006,nissan altima,good,4,gas,104000,automatic,sedan,brown,0,2018-08-30,32,12
2700,2007,ford focus,excellent,4,gas,140000,automatic,wagon,brown,0,2019-02-16,36,12
4000,2008,toyota camry,good,4,gas,173000,automatic,sedan,blue,0,2019-03-02,12,11
14900,2014,jeep grand cherokee laredo,good,6,gas,30235,automatic,SUV,brown,1,2018-07-22,49,4
6150,2005,ford explorer,good,8,gas,111850,automatic,SUV,unknown,1,2018-05-08,33,13
6300,2003,toyota rav4,excellent,4,gas,107,automatic,SUV,red,1,2018-09-16,24,15
3495,2009,dodge grand caravan,good,6,gas,187000,automatic,mini-van,green,0,2019-03-06,22,10
25000,2010,ram 3500,good,6,diesel,212762,automatic,truck,silver,1,2018-06-09,11,8
19999,2007,ram 3500,good,6,diesel,172318,automatic,truck,white,1,2019-04-12,35,12
32000,2017,chevrolet silverado,like new,8,gas,29613,automatic,truck,white,1,2019-04-08,74,2
8500,2000,gmc sierra 1500,good,8,gas,161555,automatic,truck,unknown,1,2018-08-08,63,18
4900,2007,ford f-150,good,8,gas,142000,automatic,pickup,grey,1,2018-11-24,32,11
2500,2012,nissan altima,fair,4,gas,81000,automatic,sedan,silver,0,2018-12-16,18,6
7995,2012,nissan altima,good,4,gas,119000,automatic,sedan,black,0,2018-08-12,48,6
3900,2008,ford escape,good,4,gas,137,automatic,SUV,unknown,0,2018-08-02,59,10
5995,2006,ford f250 super duty,excellent,8,gas,180000,automatic,truck,red,0,2018-11-02,23,12
16995,2015,jeep wrangler,like new,6,gas,120000,automatic,truck,unknown,1,2019-04-13,7,4
5495,2011,subaru impreza,like new,4,gas,128000,manual,sedan,silver,1,2018-10-16,47,7
4200,2007,toyota camry,good,4,gas,142000,automatic,sedan,grey,0,2018-07-21,18,11
9990,2014,ford mustang,excellent,6,gas,79435,automatic,coupe,black,0,2018-08-26,28,4
21999,2005,ram 2500,good,6,diesel,99784,automatic,truck,black,1,2018-10-09,44,13
12495,2018,ford fusion,excellent,4,gas,45694,automatic,other,grey,0,2018-06-26,35,0
2500,2003,chevrolet silverado,good,8,gas,240000,automatic,pickup,unknown,1,2018-12-01,22,15
5500,2012,nissan frontier,salvage,6,gas,120000,automatic,truck,white,1,2018-05-20,9,6
3700,2003,ford explorer,good,6,gas,166479,automatic,truck,unknown,1,2019-04-19,76,16
6995,2010,honda accord,good,4,gas,127168,automatic,sedan,black,0,2019-02-10,25,9
